No,PM2.5,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
0,7.541666666666667,2013.0,3.0,1.0,11.5,11.666666666666666,8.5,28.5,400.0,63.166666666666664,1.3916666666666668,1026.8749999999998,-18.74583333333333,0.0,3.254166666666666
1,26.375,2013.0,3.0,2.0,11.5,34.875,28.083333333333332,62.291666666666664,841.5833333333334,35.166666666666664,0.6166666666666666,1026.8500000000001,-15.9375,0.0,1.479166666666666
2,81.5,2013.0,3.0,3.0,11.5,119.08333333333333,69.20833333333333,96.45833333333333,1966.4583333333333,16.5,5.566666666666666,1014.608333333333,-12.316666666666668,0.0,1.6583333333333332
3,18.25,2013.0,3.0,4.0,11.5,41.958333333333336,20.208333333333332,51.333333333333336,625.0,54.5,9.9625,1017.65,-11.683333333333335,0.0,2.4041666666666672
4,141.16666666666666,2013.0,3.0,5.0,11.5,163.70833333333334,83.375,134.75,2483.0833333333335,78.79166666666667,6.291666666666667,1010.9000000000002,-7.524999999999999,0.0,1.1291666666666667
5,205.58333333333334,2013.0,3.0,6.0,11.5,229.75,127.16666666666667,155.08333333333334,3387.125,28.416666666666668,7.183333333333334,1007.4833333333335,-4.216666666666668,0.0,1.4833333333333332
6,248.0,2013.0,3.0,7.0,11.5,280.125,98.70833333333333,161.375,3949.6666666666665,46.666666666666664,9.2875,1002.3208333333337,-2.0333333333333337,0.0,1.558333333333333
7,209.95833333333334,2013.0,3.0,8.0,11.5,249.5,63.98093333333333,139.7534,3258.0833333333335,106.0,9.612500000000002,999.475,-1.1500000000000001,0.0,1.6375
8,51.75,2013.0,3.0,9.0,11.5,262.9166666666667,36.708333333333336,49.833333333333336,1024.8333333333333,96.91666666666667,6.983333333333334,1004.3916666666665,-10.162500000000001,0.0,3.391666666666666
9,34.083333333333336,2013.0,3.0,10.0,11.5,59.375,23.041666666666668,51.708333333333336,733.3333333333334,90.29166666666667,5.262500000000001,1020.4916666666668,-12.85,0.0,2.4416666666666664
10,119.33333333333333,2013.0,3.0,11.0,11.5,162.95833333333334,106.83333333333333,91.83333333333333,1699.75,85.16666666666667,5.537499999999999,1013.6624999999999,-6.620833333333334,0.0,1.5666666666666667
11,117.70833333333333,2013.0,3.0,12.0,11.5,114.375,36.166666666666664,86.75,1858.2083333333333,39.5,4.6,1008.8083333333333,1.3499999999999999,0.12083333333333333,1.0833333333333333
12,14.666666666666666,2013.0,3.0,13.0,11.5,19.5,15.125,43.166666666666664,550.0,74.45833333333333,4.929166666666666,1022.475,-10.049999999999999,0.0,2.329166666666667
13,93.58333333333333,2013.0,3.0,14.0,11.5,104.25,65.5,73.0,1487.5,76.08333333333333,3.816666666666667,1021.4000000000001,-3.5875000000000004,0.0,1.9541666666666666
14,188.125,2013.0,3.0,15.0,11.5,227.20833333333334,92.29166666666667,111.33333333333333,2270.625,63.083333333333336,6.400000000000001,1014.5,-1.066666666666667,0.0,1.4208333333333334
15,225.66666666666666,2013.0,3.0,16.0,11.5,228.33333333333334,78.04166666666667,93.25,2382.9166666666665,94.54166666666667,9.529166666666667,1016.8541666666666,0.8833333333333333,0.0,1.6958333333333335
16,258.2083333333333,2013.0,3.0,17.0,11.5,283.125,77.83333333333333,111.41666666666667,2632.9583333333335,107.0,10.008333333333335,1001.9375,3.1458333333333335,0.0,1.1458333333333328
17,70.08333333333333,2013.0,3.0,18.0,11.5,107.45833333333333,16.125,44.0,974.9166666666666,91.08333333333333,8.383333333333333,1001.2208333333334,-9.404166666666667,0.004166666666666667,3.6374999999999997
18,36.125,2013.0,3.0,19.0,11.5,44.541666666666664,10.125,42.208333333333336,687.5,31.666666666666668,2.066666666666666,1008.8916666666669,-1.3291666666666664,0.375,1.9166666666666663
19,52.0,2013.0,3.0,20.0,11.5,44.416666666666664,13.25,36.666666666666664,854.1666666666666,45.375,1.5208333333333333,1017.1208333333333,-2.8208333333333333,0.3125,2.058333333333333
20,142.70833333333334,2013.0,3.0,21.0,11.5,150.83333333333334,28.333333333333332,78.04166666666667,1553.9583333333333,30.041666666666668,3.5875000000000004,1004.9250000000001,-1.4249999999999996,0.0,1.6500000000000001
21,78.25,2013.0,3.0,22.0,11.5,112.125,22.666666666666668,53.083333333333336,879.0833333333334,55.208333333333336,6.304166666666666,1011.5583333333333,-4.5375,0.0,2.55
22,47.958333333333336,2013.0,3.0,23.0,11.5,69.66666666666667,27.583333333333332,50.625,1162.3333333333333,38.208333333333336,4.770833333333333,1008.5041666666666,-6.291666666666665,0.0,2.4124999999999996
23,15.791666666666666,2013.0,3.0,24.0,11.5,25.625,10.666666666666666,33.583333333333336,370.8333333333333,61.07411666666667,5.112500000000001,1016.2583333333332,-12.899999999999999,0.0,2.691666666666667
24,95.70833333333333,2013.0,3.0,25.0,11.5,114.20833333333333,45.291666666666664,71.0,908.3333333333334,48.47039166666667,5.150000000000001,1015.2999999999998,-5.375,0.0,1.9166666666666663
25,178.75,2013.0,3.0,26.0,11.5,213.20833333333334,71.95833333333333,76.04166666666667,1524.8333333333333,42.85048333333333,6.799999999999998,1007.5666666666666,-0.7958333333333334,0.0,1.6625000000000003
26,85.375,2013.0,3.0,27.0,11.5,122.33333333333333,17.375,37.083333333333336,783.25,57.46275,10.879166666666665,1005.1583333333333,-4.570833333333334,0.0,2.845833333333333
27,24.875,2013.0,3.0,28.0,11.5,52.041666666666664,8.625,35.208333333333336,512.5,67.5,7.879166666666666,1015.5666666666667,-10.241666666666667,0.0,2.225
28,69.125,2013.0,3.0,29.0,11.5,114.95833333333333,35.166666666666664,66.66666666666667,1362.375,39.208333333333336,6.208333333333332,1016.2791666666666,-5.3,0.0,1.5708333333333329
29,74.125,2013.0,3.0,30.0,11.5,106.125,53.0,53.25,1524.7916666666667,55.998799999999996,6.45,1016.8208333333333,-2.529166666666666,0.0,1.7374999999999998
30,171.91666666666666,2013.0,3.0,31.0,11.5,195.29166666666666,25.583333333333332,66.375,1441.4583333333333,21.5,5.570833333333334,1013.1166666666667,2.475,0.0,1.4958333333333333
31,90.33333333333333,2013.0,4.0,1.0,11.5,115.20833333333333,29.5,45.208333333333336,1303.9583333333333,57.166666666666664,10.458333333333334,1011.7041666666665,-4.687499999999999,0.0,3.0708333333333333
32,97.16666666666667,2013.0,4.0,2.0,11.5,120.33333333333333,38.958333333333336,55.291666666666664,1316.5416666666667,72.08333333333333,10.0375,1011.4083333333333,-1.4958333333333336,0.0,1.916666666666667
33,117.375,2013.0,4.0,3.0,11.5,176.54166666666666,42.25,75.66666666666667,1454.0416666666667,66.08333333333333,11.916666666666666,1006.7541666666666,0.02916666666666672,0.0,1.8291666666666668
34,58.208333333333336,2013.0,4.0,4.0,11.5,91.66666666666667,51.541666666666664,67.04166666666667,2204.0,37.916666666666664,7.758333333333334,1009.1208333333334,-0.09166666666666645,0.34166666666666673,1.554166666666667
35,60.5,2013.0,4.0,5.0,11.5,56.166666666666664,12.208333333333334,41.166666666666664,1287.2916666666667,44.916666666666664,8.520833333333334,1013.2833333333332,-0.5124999999999998,0.10000000000000002,2.4458333333333333
36,11.0,2013.0,4.0,6.0,11.5,24.916666666666668,5.791666666666667,13.541666666666666,470.8333333333333,60.958333333333336,8.558333333333332,1010.8375,-6.862499999999998,0.0,1.866666666666667
37,69.08333333333333,2013.0,4.0,7.0,11.5,108.91666666666667,36.708333333333336,58.75,1179.0833333333333,49.30896666666666,8.845833333333333,1002.3958333333334,-0.6083333333333332,0.0,1.6708333333333334
38,23.416666666666668,2013.0,4.0,8.0,11.5,123.33333333333333,4.625,28.166666666666668,304.1666666666667,77.16666666666667,9.020833333333332,1007.1958333333333,-10.904166666666669,0.0,4.7250000000000005
39,12.416666666666666,2013.0,4.0,9.0,11.5,40.125,3.0833333333333335,21.541666666666668,250.0,83.79166666666667,8.049999999999999,1014.6041666666665,-9.129166666666665,0.0,3.9625
40,13.5,2013.0,4.0,10.0,11.5,37.125,3.2916666666666665,30.791666666666668,333.3333333333333,66.215675,7.7749999999999995,1014.0333333333334,-8.325,0.0,2.5958333333333337
41,18.708333333333332,2013.0,4.0,11.0,11.5,53.833333333333336,6.547499999999999,48.71719166666667,645.7916666666666,44.779733333333326,9.7875,1012.8083333333334,-7.933333333333336,0.0,2.1458333333333335
42,47.416666666666664,2013.0,4.0,12.0,11.5,93.70833333333333,21.0,48.041666666666664,766.6666666666666,37.3533,14.737499999999999,1006.7875,-2.195833333333333,0.0,1.9916666666666665
43,51.666666666666664,2013.0,4.0,13.0,11.5,128.79166666666666,20.541666666666668,6.125,699.9166666666666,48.791666666666664,17.379166666666663,999.0958333333334,0.13333333333333322,0.0,3.0750000000000006
44,30.083333333333332,2013.0,4.0,14.0,11.5,88.33333333333333,12.916666666666666,99.75,591.625,80.75,11.937499999999998,1004.5541666666668,-2.829166666666668,0.0,2.395833333333333
